;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
4.5 -275.0 1.5707963267948966 flow_15_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,27.125590432603305 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,-242.225 -4.5 0.0 flow_14_0 0 5.0 2.0,120.01499999999999 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -220.005 1.5707963267948966 flow_13_0 0 5.0 2.0,-208.89499999999999 -1.5 0.0 flow_12_0 0 5.0 2.0,64.46499999999992 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -164.455 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -296.0 1.5707963267948966 flow_16_0 0 5.0 2.0,-208.89499999999999 -4.5 0.0 flow_11_0 0 5.0 2.0,-75.57499999999993 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -120.01499999999999 1.5707963267948966 flow_9_0 0 5.0 2.0,-42.24499999999989 -4.5 0.0 flow_4_0 0 5.0 2.0,-120.01499999999999 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -264.445 1.5707963267948966 flow_15_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,-231.115 -4.5 0.0 flow_14_0 0 5.0 2.0,108.90499999999997 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -208.89499999999999 1.5707963267948966 flow_13_0 0 5.0 2.0,-197.78500000000003 -1.5 0.0 flow_12_0 0 5.0 2.0,53.354999999999908 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -153.34500000000004 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -291.0 1.5707963267948966 flow_16_0 0 5.0 2.0,-197.78500000000003 -4.5 0.0 flow_11_0 0 5.0 2.0,-64.46499999999992 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -108.90499999999997 1.5707963267948966 flow_9_0 0 5.0 2.0,-31.134999999999878 -4.5 0.0 flow_4_0 0 5.0 2.0,-108.90499999999997 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -253.335 1.5707963267948966 flow_15_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,-220.005 -4.5 0.0 flow_14_0 0 5.0 2.0,97.79499999999996 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -197.78500000000003 1.5707963267948966 flow_13_0 0 5.0 2.0,-186.675 -1.5 0.0 flow_12_0 0 5.0 2.0,43.28233333333327 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -142.235 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -284.0 1.5707963267948966 flow_16_0 0 5.0 2.0,-186.675 -4.5 0.0 flow_11_0 0 5.0 2.0,-53.354999999999908 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -97.79499999999996 1.5707963267948966 flow_9_0 0 5.0 2.0,-21.87666666666655 -4.5 0.0 flow_4_0 0 5.0 2.0,-97.79499999999996 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -242.225 1.5707963267948966 flow_15_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,-208.89499999999999 -4.5 0.0 flow_14_0 0 5.0 2.0,86.68499999999995 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -186.675 1.5707963267948966 flow_13_0 0 5.0 2.0,-175.565 -1.5 0.0 flow_12_0 0 5.0 2.0,36.26153333333326 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -131.125 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -275.0 1.5707963267948966 flow_16_0 0 5.0 2.0,-175.565 -4.5 0.0 flow_11_0 0 5.0 2.0,-42.24499999999989 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -86.68499999999995 1.5707963267948966 flow_9_0 0 5.0 2.0,-15.704444444444335 -4.5 0.0 flow_4_0 0 5.0 2.0,-86.68499999999995 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -231.115 1.5707963267948966 flow_15_0 0 5.0 2.0,4.5 -299.0 1.5707963267948966 flow_18_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,-299.0 -4.5 0.0 flow_17_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,-197.78500000000003 -4.5 0.0 flow_14_0 0 5.0 2.0,75.57499999999993 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -175.565 1.5707963267948966 flow_13_0 0 5.0 2.0,-164.455 -1.5 0.0 flow_12_0 0 5.0 2.0,33.34326201916832 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -120.01499999999999 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -264.445 1.5707963267948966 flow_16_0 0 5.0 2.0,-164.455 -4.5 0.0 flow_11_0 0 5.0 2.0,-31.888111111111017 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -75.57499999999993 1.5707963267948966 flow_9_0 0 5.0 2.0,-12.001111111111016 -4.5 0.0 flow_4_0 0 5.0 2.0,-75.57499999999993 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -220.005 1.5707963267948966 flow_15_0 0 5.0 2.0,4.5 -296.0 1.5707963267948966 flow_18_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,-296.0 -4.5 0.0 flow_17_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,-186.675 -4.5 0.0 flow_14_0 0 5.0 2.0,64.46499999999992 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -164.455 1.5707963267948966 flow_13_0 0 5.0 2.0,-153.34500000000004 -1.5 0.0 flow_12_0 0 5.0 2.0,33.266666666666598 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -108.90499999999997 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -253.335 1.5707963267948966 flow_16_0 0 5.0 2.0,-153.34500000000004 -4.5 0.0 flow_11_0 0 5.0 2.0,-23.86193333333324 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -64.46499999999992 1.5707963267948966 flow_9_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_4_0 0 5.0 2.0,-64.46499999999992 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -208.89499999999999 1.5707963267948966 flow_15_0 0 5.0 2.0,4.5 -291.0 1.5707963267948966 flow_18_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,-291.0 -4.5 0.0 flow_17_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,-175.565 -4.5 0.0 flow_14_0 0 5.0 2.0,53.67033333333322 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -153.34500000000004 1.5707963267948966 flow_13_0 0 5.0 2.0,-142.235 -1.5 0.0 flow_12_0 0 5.0 2.0,33.266666666666598 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -97.79499999999996 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -242.225 1.5707963267948966 flow_16_0 0 5.0 2.0,-142.235 -4.5 0.0 flow_11_0 0 5.0 2.0,-19.19353467645078 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -53.354999999999908 1.5707963267948966 flow_9_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_4_0 0 5.0 2.0,-53.354999999999908 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -197.78500000000003 1.5707963267948966 flow_15_0 0 5.0 2.0,4.5 -284.0 1.5707963267948966 flow_18_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,-284.0 -4.5 0.0 flow_17_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,4.5 -299.0 1.5707963267948966 flow_19_0 0 5.0 2.0,-164.455 -4.5 0.0 flow_14_0 0 5.0 2.0,45.34993333333324 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -142.235 1.5707963267948966 flow_13_0 0 5.0 2.0,-131.125 -1.5 0.0 flow_12_0 0 5.0 2.0,33.266666666666598 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -86.68499999999995 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -231.115 1.5707963267948966 flow_16_0 0 5.0 2.0,-131.125 -4.5 0.0 flow_11_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -42.24499999999989 1.5707963267948966 flow_9_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_4_0 0 5.0 2.0,-42.24499999999989 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -186.675 1.5707963267948966 flow_15_0 0 5.0 2.0,4.5 -275.0 1.5707963267948966 flow_18_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,-275.0 -4.5 0.0 flow_17_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,4.5 -296.0 1.5707963267948966 flow_19_0 0 5.0 2.0,-153.34500000000004 -4.5 0.0 flow_14_0 0 5.0 2.0,41.238666423365149 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -131.125 1.5707963267948966 flow_13_0 0 5.0 2.0,-120.01499999999999 -1.5 0.0 flow_12_0 0 5.0 2.0,33.266666666666598 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -75.57499999999993 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -220.005 1.5707963267948966 flow_16_0 0 5.0 2.0,-120.01499999999999 -4.5 0.0 flow_11_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -31.134999999999878 1.5707963267948966 flow_9_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_4_0 0 5.0 2.0,-32.894333333333239 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -175.565 1.5707963267948966 flow_15_0 0 5.0 2.0,4.5 -264.445 1.5707963267948966 flow_18_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,-264.445 -4.5 0.0 flow_17_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,4.5 -291.0 1.5707963267948966 flow_19_0 0 5.0 2.0,-142.235 -4.5 0.0 flow_14_0 0 5.0 2.0,40.766666666666598 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -120.01499999999999 1.5707963267948966 flow_13_0 0 5.0 2.0,-108.90499999999997 -1.5 0.0 flow_12_0 0 5.0 2.0,33.266666666666598 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -64.46499999999992 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -208.89499999999999 1.5707963267948966 flow_16_0 0 5.0 2.0,-108.90499999999997 -4.5 0.0 flow_11_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -20.024999999999865 1.5707963267948966 flow_9_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_4_0 0 5.0 2.0,-27.263493529838287 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -164.455 1.5707963267948966 flow_15_0 0 5.0 2.0,4.5 -253.335 1.5707963267948966 flow_18_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,-253.335 -4.5 0.0 flow_17_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,4.5 -284.0 1.5707963267948966 flow_19_0 0 5.0 2.0,1.5 -299.0 1.5707963267948966 flow_21_0 0 5.0 2.0,-131.125 -4.5 0.0 flow_14_0 0 5.0 2.0,40.766666666666598 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -108.90499999999997 1.5707963267948966 flow_13_0 0 5.0 2.0,-97.79499999999996 -1.5 0.0 flow_12_0 0 5.0 2.0,33.266666666666598 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -53.354999999999908 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -197.78500000000003 1.5707963267948966 flow_16_0 0 5.0 2.0,4.5 -299.0 1.5707963267948966 flow_20_0 0 5.0 2.0,-97.79499999999996 -4.5 0.0 flow_11_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -8.91499999999985 1.5707963267948966 flow_9_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_4_0 0 5.0 2.0,-25.766666666666596 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -153.34500000000004 1.5707963267948966 flow_15_0 0 5.0 2.0,4.5 -242.225 1.5707963267948966 flow_18_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,-299.0 -4.5 0.0 flow_22_0 0 5.0 2.0,-242.225 -4.5 0.0 flow_17_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,4.5 -275.0 1.5707963267948966 flow_19_0 0 5.0 2.0,1.5 -296.0 1.5707963267948966 flow_21_0 0 5.0 2.0,-120.01499999999999 -4.5 0.0 flow_14_0 0 5.0 2.0,40.766666666666598 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -97.79499999999996 1.5707963267948966 flow_13_0 0 5.0 2.0,-86.68499999999995 -1.5 0.0 flow_12_0 0 5.0 2.0,-299.0 -1.5 0.0 flow_23_0 0 5.0 2.0,33.266666666666598 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -42.24499999999989 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -186.675 1.5707963267948966 flow_16_0 0 5.0 2.0,4.5 -296.0 1.5707963267948966 flow_20_0 0 5.0 2.0,-86.68499999999995 -4.5 0.0 flow_11_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 2.19500000000015 1.5707963267948966 flow_9_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_4_0 0 5.0 2.0,-25.766666666666596 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -142.235 1.5707963267948966 flow_15_0 0 5.0 2.0,4.5 -231.115 1.5707963267948966 flow_18_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,-296.0 -4.5 0.0 flow_22_0 0 5.0 2.0,-231.115 -4.5 0.0 flow_17_0 0 5.0 2.0,299.0 4.5 3.141592653589793 flow_24_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,4.5 -264.445 1.5707963267948966 flow_19_0 0 5.0 2.0,1.5 -291.0 1.5707963267948966 flow_21_0 0 5.0 2.0,-108.90499999999997 -4.5 0.0 flow_14_0 0 5.0 2.0,40.766666666666598 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -86.68499999999995 1.5707963267948966 flow_13_0 0 5.0 2.0,-75.57499999999993 -1.5 0.0 flow_12_0 0 5.0 2.0,-296.0 -1.5 0.0 flow_23_0 0 5.0 2.0,33.266666666666598 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -31.134999999999878 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -175.565 1.5707963267948966 flow_16_0 0 5.0 2.0,4.5 -291.0 1.5707963267948966 flow_20_0 0 5.0 2.0,-75.57499999999993 -4.5 0.0 flow_11_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 13.305000000000149 1.5707963267948966 flow_9_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_4_0 0 5.0 2.0,-25.766666666666596 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -131.125 1.5707963267948966 flow_15_0 0 5.0 2.0,4.5 -220.005 1.5707963267948966 flow_18_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,-291.0 -4.5 0.0 flow_22_0 0 5.0 2.0,-220.005 -4.5 0.0 flow_17_0 0 5.0 2.0,296.0 4.5 3.141592653589793 flow_24_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,4.5 -253.335 1.5707963267948966 flow_19_0 0 5.0 2.0,1.5 -284.0 1.5707963267948966 flow_21_0 0 5.0 2.0,-97.79499999999996 -4.5 0.0 flow_14_0 0 5.0 2.0,40.766666666666598 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -75.57499999999993 1.5707963267948966 flow_13_0 0 5.0 2.0,1.5 -299.0 1.5707963267948966 flow_26_0 0 5.0 2.0,-64.46499999999992 -1.5 0.0 flow_12_0 0 5.0 2.0,-291.0 -1.5 0.0 flow_23_0 0 5.0 2.0,33.266666666666598 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -20.024999999999865 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -164.455 1.5707963267948966 flow_16_0 0 5.0 2.0,4.5 -284.0 1.5707963267948966 flow_20_0 0 5.0 2.0,-64.46499999999992 -4.5 0.0 flow_11_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -299.0 1.5707963267948966 flow_25_0 0 5.0 2.0,4.5 24.41500000000015 1.5707963267948966 flow_9_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_4_0 0 5.0 2.0,-25.766666666666596 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -120.01499999999999 1.5707963267948966 flow_15_0 0 5.0 2.0,4.5 -208.89499999999999 1.5707963267948966 flow_18_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,-284.0 -4.5 0.0 flow_22_0 0 5.0 2.0,-208.89499999999999 -4.5 0.0 flow_17_0 0 5.0 2.0,291.0 4.5 3.141592653589793 flow_24_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,4.5 -242.225 1.5707963267948966 flow_19_0 0 5.0 2.0,1.5 -275.0 1.5707963267948966 flow_21_0 0 5.0 2.0,-86.68499999999995 -4.5 0.0 flow_14_0 0 5.0 2.0,40.766666666666598 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -64.46499999999992 1.5707963267948966 flow_13_0 0 5.0 2.0,1.5 -296.0 1.5707963267948966 flow_26_0 0 5.0 2.0,-53.354999999999908 -1.5 0.0 flow_12_0 0 5.0 2.0,-284.0 -1.5 0.0 flow_23_0 0 5.0 2.0,33.266666666666598 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 -8.91499999999985 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -153.34500000000004 1.5707963267948966 flow_16_0 0 5.0 2.0,4.5 -275.0 1.5707963267948966 flow_20_0 0 5.0 2.0,-53.354999999999908 -4.5 0.0 flow_11_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -296.0 1.5707963267948966 flow_25_0 0 5.0 2.0,4.5 35.52500000000015 1.5707963267948966 flow_9_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_4_0 0 5.0 2.0,-25.766666666666596 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -108.90499999999997 1.5707963267948966 flow_15_0 0 5.0 2.0,4.5 -197.78500000000003 1.5707963267948966 flow_18_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,-275.0 -4.5 0.0 flow_22_0 0 5.0 2.0,-197.78500000000003 -4.5 0.0 flow_17_0 0 5.0 2.0,284.0 4.5 3.141592653589793 flow_24_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,4.5 -231.115 1.5707963267948966 flow_19_0 0 5.0 2.0,1.5 -264.445 1.5707963267948966 flow_21_0 0 5.0 2.0,-75.57499999999993 -4.5 0.0 flow_14_0 0 5.0 2.0,40.766666666666598 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -53.354999999999908 1.5707963267948966 flow_13_0 0 5.0 2.0,1.5 -291.0 1.5707963267948966 flow_26_0 0 5.0 2.0,-42.24499999999989 -1.5 0.0 flow_12_0 0 5.0 2.0,-275.0 -1.5 0.0 flow_23_0 0 5.0 2.0,33.266666666666598 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 2.19500000000015 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -142.235 1.5707963267948966 flow_16_0 0 5.0 2.0,4.5 -264.445 1.5707963267948966 flow_20_0 0 5.0 2.0,-43.28233333333327 -4.5 0.0 flow_11_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -291.0 1.5707963267948966 flow_25_0 0 5.0 2.0,4.5 46.63500000000014 1.5707963267948966 flow_9_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_4_0 0 5.0 2.0,-25.766666666666596 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
4.5 -97.79499999999996 1.5707963267948966 flow_15_0 0 5.0 2.0,4.5 -186.675 1.5707963267948966 flow_18_0 0 5.0 2.0,18.266666666666596 4.5 3.141592653589793 flow_2_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_0_0 0 5.0 2.0,-264.445 -4.5 0.0 flow_22_0 0 5.0 2.0,-186.675 -4.5 0.0 flow_17_0 0 5.0 2.0,275.0 4.5 3.141592653589793 flow_24_0 0 5.0 2.0,4.5 -299.0 1.5707963267948966 flow_27_0 0 5.0 2.0,25.766666666666596 4.5 3.141592653589793 flow_3_0 0 5.0 2.0,4.5 -220.005 1.5707963267948966 flow_19_0 0 5.0 2.0,1.5 -253.335 1.5707963267948966 flow_21_0 0 5.0 2.0,-64.46499999999992 -4.5 0.0 flow_14_0 0 5.0 2.0,40.766666666666598 4.5 3.141592653589793 flow_7_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_1_0 0 5.0 2.0,4.5 -42.24499999999989 1.5707963267948966 flow_13_0 0 5.0 2.0,1.5 -284.0 1.5707963267948966 flow_26_0 0 5.0 2.0,-31.134999999999878 -1.5 0.0 flow_12_0 0 5.0 2.0,-264.445 -1.5 0.0 flow_23_0 0 5.0 2.0,33.266666666666598 4.5 3.141592653589793 flow_5_0 0 5.0 2.0,4.5 13.305000000000149 1.5707963267948966 flow_10_0 0 5.0 2.0,4.5 -131.125 1.5707963267948966 flow_16_0 0 5.0 2.0,4.5 -253.335 1.5707963267948966 flow_20_0 0 5.0 2.0,-36.26153333333326 -4.5 0.0 flow_11_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_6_0 0 5.0 2.0,4.5 -284.0 1.5707963267948966 flow_25_0 0 5.0 2.0,4.5 57.74500000000015 1.5707963267948966 flow_9_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_4_0 0 5.0 2.0,-25.766666666666596 -4.5 0.0 flow_8_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
